Geneid	ESC	PGCLCd6	IVD.D3	IVD.D5	IVD.D7	IVD.D9	IVD.D11	IVD.D13	IVD.D15	IVD.D17	IVD.D20	DIOL.D5	DIOL.S.D1	DIOL.S.D3	DIOL.S.D5	DIOL.S.D7
Gng10	24.0566666666667	7.26	12.55	9.09333333333333	5.25333333333333	22.42	24.58	4.60333333333333	2.87	2.615	5.60333333333333	45.41	45.42	32.875	13.175	21.725
Gng11	0.116666666666667	0.82	0.353333333333333	0.69	0.17	4.05666666666667	4.66666666666667	0	0	0	0	51.715	4.865	2.96	1.44	4
Gng12	21.62	66.545	36.4133333333333	19.7866666666667	18.76	35.4466666666667	43.8766666666667	66.3233333333333	67.6433333333333	70.595	85.16	56.205	30.335	32.48	38.63	59.61
Gng13	2.72333333333333	24.235	63.2766666666667	62.33	22.1866666666667	39.0666666666667	18.9266666666667	2.67666666666667	4.07666666666667	1.78	0.283333333333333	12.32	1.37	28.435	6.135	15.045
Gng2	36.9533333333333	5.12	2.08	1.82	1.00333333333333	3.33	3.97666666666667	0.376666666666667	0.166666666666667	0.555	0.77	3.205	13.86	3.74	1.45	1.74
Gng3	16.39	11.775	4.54666666666667	2.41666666666667	2.99666666666667	3.60666666666667	11.91	222.72	414.176666666667	477.715	431.5	118.76	31.625	140.67	142.46	153.745
Gng4	0	0.01	0.33	1.40333333333333	0.99	0.383333333333333	0.54	0.15	0.2	0.44	0.583333333333333	0.11	0.045	0.265	0.065	0.21
Gng5	184.84	216.495	300.36	345.19	311.446666666667	241.37	228.203333333333	205.356666666667	165.173333333333	127.11	98.4566666666667	331.445	143.065	161.435	141.07	179.9
Gng7	6.3	1.06	1.67	3.85	4.74333333333333	4.73	4.37333333333333	1.69	0.686666666666667	0.585	0.556666666666667	4.58	7.665	5.29	5.435	6.425
Gng8	0.183333333333333	1.135	0.35	1.86666666666667	0.733333333333333	0.176666666666667	0.0766666666666667	0.4	0.05	0.385	0.44	26.395	3.58	10.06	37.035	11.03
Gngt1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gngt2	8.5	0.45	0	1.53333333333333	0.623333333333333	1.83333333333333	4.30666666666667	0	0	0	0	0.83	24.83	0.465	0.12	0.705
Gnl1	158.536666666667	232.565	164.716666666667	169.31	156.356666666667	161.836666666667	149.773333333333	100.326666666667	90.9533333333333	85.885	80.1266666666667	92.97	67.69	76.2	81.345	70.695
Gnl2	108.446666666667	143.17	147.48	204.276666666667	303.326666666667	236.14	203.306666666667	172.093333333333	167.42	181.96	180.92	127.115	96.985	113.88	159.2	123.825
Gnl3	391.256666666667	411.465	276.993333333333	153.836666666667	151.886666666667	219.1	195.33	107.366666666667	108.7	122.395	130.813333333333	80.17	226.325	93.125	94.325	65.665
Gnl3l	124.623333333333	64.59	53.72	29.83	24.8666666666667	47.8766666666667	59.63	20.52	16.1333333333333	10.735	14.75	68.44	97.26	46.75	60.285	58.34
Gnmt	4.05666666666667	1.745	2.37	2.64666666666667	1.88666666666667	1.87666666666667	7.68666666666667	16.4266666666667	16.9133333333333	12.635	20.1433333333333	21.98	12.83	12.295	11.465	13.005
Gnpat	98.2666666666667	112.025	140.083333333333	127.44	148.35	143.763333333333	131.656666666667	82.1966666666667	62.4333333333333	56.025	53.9133333333333	87.305	93.93	69.175	76.495	80.85
Gnpda1	103.313333333333	99.235	111.196666666667	59.95	30.6966666666667	42.6833333333333	32.7233333333333	5.82333333333333	1.20666666666667	2.205	4.47333333333333	31.05	54.635	31.765	24.15	18.375
Gnpda2	18.3566666666667	22.51	26.22	28.5566666666667	30.5433333333333	38.02	54.5166666666667	114.65	112.39	132.165	150.496666666667	64.815	23.125	37.57	46.44	56.07
Gnpnat1	34.7033333333333	55.755	44.55	18.81	16.3166666666667	22.9933333333333	16.9533333333333	9.94	7.78	9.215	10.9933333333333	15.335	23.91	15.815	14.29	13.3
Gnptab	29.5566666666667	9.355	26.3433333333333	25.3866666666667	25.5166666666667	40.72	42.8666666666667	24.3033333333333	20.1266666666667	19.035	27.9066666666667	28.915	30.875	33.705	30.245	29.885
Gnptg	49.87	104.73	53.55	58.4333333333333	142.09	93.9433333333333	106.756666666667	169.813333333333	181.87	154.995	140.03	59.925	21.375	37.66	47.26	54.525
Gnrh1	0.41	0.795	1.95666666666667	4.48666666666667	3.88	4.24666666666667	6.87666666666667	31.69	33.72	30.195	44.8733333333333	368.045	5.435	174.925	171.42	182.745
Gnrhr	0	0	0	0	0.603333333333333	0.136666666666667	0	0	0.146666666666667	0.07	0.0466666666666667	0	0	0	0	0
Gns	30.34	34.25	45.43	80.15	106.13	102.65	115.98	73.3633333333333	58.18	49.87	41.1333333333333	99.395	55.995	69.22	63.61	55.01
Golga1	8.29333333333333	15.41	18.1733333333333	28.5966666666667	40.8333333333333	34.18	32.8866666666667	15.3333333333333	9.21	8.22	6.69333333333333	20.93	13.875	21.335	29.36	20.035
Golga2	38.2933333333333	45.99	56.9866666666667	80.91	113.08	83.57	90.0333333333333	100.943333333333	105.78	115.345	124.656666666667	71.835	46.215	62.28	78.84	71.77
Golga3	20.67	31	47.34	73.5266666666667	123.276666666667	78.7833333333333	84.68	66.8666666666667	58.9533333333333	54.745	56.2233333333333	54.86	29.41	39.435	55.475	63.785
Golga4	59.5933333333333	54.71	76.5333333333333	88.3233333333333	146.153333333333	118.76	132.936666666667	89.59	89.9766666666667	95.11	110.546666666667	135.8	47.125	103.75	133.27	117.9
Golga5	42.7833333333333	65.565	68.99	112.51	172.133333333333	104.723333333333	93.3366666666667	85.16	75.9866666666667	69.86	73.4666666666667	71.83	39.855	62.64	73.23	56.865
Golga7	54.82	60.16	72.2933333333333	58.5866666666667	75.52	72.92	72.9933333333333	58.85	55.6633333333333	55.655	62.6733333333333	166.065	65.6	88.365	106.9	108.105
Golga7b	0.04	0.13	0.196666666666667	1.1	3.67666666666667	2.04666666666667	1.18	0	0.07	0.24	0.0633333333333333	0.77	0.125	0.975	1.79	0.53
Golgb1	30.19	45.77	55.4833333333333	79.8866666666667	96.6766666666667	70.7533333333333	63.8766666666667	12.91	10.69	13.425	18.7833333333333	22.35	44.76	31.635	40.14	23.28
Golim4	1.78	8.235	17.5466666666667	11.8766666666667	5.58	12.16	11.5733333333333	0.2	0.243333333333333	0.05	0.196666666666667	6.53	5.31	6.035	3.73	10.645
Golm1	92.4233333333333	5.27	18.5233333333333	20.6166666666667	18.7566666666667	23.2933333333333	20.8733333333333	21.6466666666667	38.9433333333333	54.34	68.92	73.225	48.015	77.345	72.25	54.23
Golph3	103.163333333333	171.96	188.09	146.536666666667	146.56	173.193333333333	181.713333333333	96.34	119.793333333333	118.765	192.983333333333	122.38	87.15	116.265	103.435	134.155
Golph3l	23.37	28.285	38.59	42.3733333333333	56.2566666666667	45.1866666666667	47.7133333333333	34.0733333333333	44.9966666666667	47.41	46.2366666666667	48.985	26.97	50.085	60.21	44.27
Golt1a	0.613333333333333	0.075	0.0133333333333333	0	0.0766666666666667	0.12	0	0	0	0	0	0	0	0	0	0
Golt1b	79.6266666666667	94.76	79.0766666666667	65.35	73.5433333333333	73.09	57.5966666666667	21.1	14.19	11.54	12.9466666666667	56.88	54.445	43.4	41.14	38.61
Gon4l	27.35	31.06	29.9033333333333	43.9366666666667	59.8	48.8466666666667	38.9933333333333	17.0533333333333	21.3533333333333	26.605	35.82	18.975	20.72	20.6	23.92	20.41
Gopc	15.7266666666667	14.895	22.0533333333333	37.18	53.0366666666667	37.8166666666667	36.9733333333333	8.18333333333333	7.56	8.085	11.5133333333333	22.455	14.385	20.535	19.83	19.195
Gorab	14.5533333333333	24.05	24.49	31.6833333333333	57.7433333333333	28.7733333333333	25.08	10.38	8.85666666666667	7.93	9.64	30.995	14.705	22.635	36.7	23.85
Gorasp1	21.0133333333333	49.3	22.6033333333333	6.87666666666667	6.37666666666667	11.58	12.8633333333333	7.27666666666667	4.78666666666667	4.005	3.16666666666667	12.825	13.955	11.68	7.245	9.66
Gorasp2	111.633333333333	107.19	87.9433333333333	100.63	98.5666666666667	131.713333333333	148.02	261.22	263.646666666667	269.085	282.576666666667	122.405	104.025	99.91	84.04	116.595
Gosr1	21.5533333333333	29.29	32.43	26.5933333333333	27.7133333333333	39.91	43.0566666666667	17.45	13.82	10.865	14.0666666666667	36.13	17.515	20.39	24.39	37.245
Gosr2	40.98	70.67	91.06	105.44	137.486666666667	114.356666666667	124.136666666667	117.423333333333	110.266666666667	100.495	106.443333333333	119.355	46.445	72.41	103.67	109.445
Got1	290.64	199.94	93.4533333333333	45.51	31.8266666666667	74.9433333333333	49.01	19.7433333333333	13.0933333333333	16.52	23.19	55.5	112.92	72.725	48.445	43.075
Got1l1	13.0966666666667	88.39	96.9833333333333	31.7233333333333	19.87	24.41	19.7866666666667	8.69	4.65333333333333	1.245	0.916666666666667	13.365	56.3	15.715	18.315	8.775
Got2	109.066666666667	63.43	39.2866666666667	20.1466666666667	17.1133333333333	44.3966666666667	42.0866666666667	28.4166666666667	24.5433333333333	25.495	27.4533333333333	84.76	114.24	83.42	52.05	52.195
Gp1ba	0	0	0	0	0	0.0866666666666667	0.02	0	0.02	0	0	0	0	0	0	0
Gp1bb	0.693333333333333	7.395	19.62	23.9133333333333	10.3333333333333	9.23	5.67333333333333	0.206666666666667	0	0	0.0266666666666667	5.745	2.045	1.455	0.725	0.46
Gp2	0	0	0	0	0	0	0.253333333333333	0.196666666666667	0	0.12	0.18	1.69	0	1.145	0.725	0.79
Gp5	0.393333333333333	0.175	0.123333333333333	0.443333333333333	0.946666666666667	1.01333333333333	2.46333333333333	4.95666666666667	5.16666666666667	5.63	7.55333333333333	1.2	0.77	0.205	0.42	0.875
Gp6	0	0	0	0	0	0	0	0.86	0.09	0.38	1.11	4.73	0.085	2.115	1.845	3.255
Gp9	0	0	0	0	0.0866666666666667	0.0633333333333333	0.266666666666667	0	0	0	0	1.09	0.18	0	0.125	0.215
Gpa33	185.326666666667	35.825	9.22333333333333	2.17	1.19666666666667	1.33666666666667	0.763333333333333	0.0966666666666667	0.423333333333333	1.655	2.93333333333333	0.15	16.335	2.615	1.635	0.075
Gpaa1	113.73	100.765	101.676666666667	152.126666666667	172.03	147.71	142.08	147.933333333333	106.653333333333	85.68	65.93	109.405	41.355	85.555	87.005	99.76
Gpalpp1	24.1833333333333	12.32	10.5566666666667	6.23666666666667	10.0966666666667	14.43	11.92	8.11	7.68333333333333	7.735	13.1333333333333	7.85	16.035	17.415	11.71	9.53
Gpam	11.6333333333333	5.115	9.02666666666667	5.64	12.2833333333333	22	23.3666666666667	6.25	4.71666666666667	3.595	6.66333333333333	15.355	16.6	26.445	24.335	39.36
Gpank1	26.13	38.94	26.3566666666667	56.0333333333333	70.6066666666667	37.8033333333333	34.46	18.56	21.4233333333333	26.915	29.0966666666667	21.99	16.315	23.605	27.45	20.195
Gpat2	27.3366666666667	45.455	204.28	609.86	867.98	500.79	436.543333333333	175.04	124.173333333333	99.99	80.8366666666667	225.12	85.555	173.545	327.89	143.565
Gpatch1	24.11	18.405	17.3466666666667	23.0366666666667	31.6066666666667	21.8266666666667	20.39	11.96	15.6066666666667	21.5	24.59	19.68	21.785	21.665	17.54	12.405
Gpatch11	9.54666666666667	13.19	16.3133333333333	27.3233333333333	32.1	23.89	31.4666666666667	44.6733333333333	34.44	30.7	29.9766666666667	28.305	12.7	18.035	25.375	30.865
Gpatch2	16.1033333333333	15.655	18.9633333333333	23.3933333333333	30.6566666666667	30.01	28.72	10.39	8.45666666666667	7.33	11.8866666666667	20.53	15.9	22.035	27.695	18.035
Gpatch2l	15.8	16.705	29.5166666666667	54.9633333333333	65.3433333333333	43.7233333333333	46.5566666666667	19.6333333333333	20.0733333333333	19.62	28.4533333333333	37.765	19.305	32.97	40.335	28.405
Gpatch3	23.6833333333333	33.48	36.68	45.28	50.9633333333333	48.1666666666667	43.7	27.7966666666667	26.0466666666667	26.74	30.3533333333333	19.41	9.525	25.795	22.47	17.88
Gpatch4	50.1866666666667	44.365	41.6366666666667	31.5066666666667	25.1533333333333	35.64	29.19	19.6133333333333	15.4266666666667	15.98	18.0066666666667	41.275	32.095	49.75	54.985	27.305
Gpatch8	34.61	46.38	53.5666666666667	67.5733333333333	81.8233333333333	68.9666666666667	57	19.81	20.38	20.665	29.0733333333333	41.61	42.09	37.08	41.825	31.095
Gpbar1	0.0466666666666667	2.265	0.676666666666667	0.49	0.48	0.823333333333333	0.216666666666667	0.0933333333333333	0.186666666666667	0	0.233333333333333	1.955	0.15	0.12	0	0.345
Gpbp1	115.503333333333	163.755	213.223333333333	274.67	472.926666666667	350.686666666667	297.166666666667	267.406666666667	323.373333333333	358.83	396.283333333333	209.47	96.43	175.735	219.215	203.2
Gpbp1l1	76	58.1	84.38	86.6166666666667	109.033333333333	121.733333333333	161.793333333333	113.466666666667	86.38	58.015	51.3266666666667	418.725	104.35	213.735	239.595	259.925
Gpc1	11.2333333333333	48.135	49.5066666666667	29.2366666666667	23.1133333333333	40.28	35.64	27.6833333333333	48.3166666666667	51.345	51.2866666666667	56.72	31.84	32.315	36.215	34.03
Gpc2	19.0033333333333	22.59	54.7766666666667	93.29	138.263333333333	79.7666666666667	47.5266666666667	14.4433333333333	10.2133333333333	8.115	7.77666666666667	48.24	19.82	29.27	71.55	44.86
Gpc3	292.2	30.115	24.1833333333333	47.1566666666667	34.7533333333333	30.0466666666667	29.16	2.02	1.69	1.96	3.12	3.26	193.45	39.45	10.635	7.035
Gpc4	79.1833333333333	8.29	6.18	7.64666666666667	6.63666666666667	59.5066666666667	76.89	2.61666666666667	1.08333333333333	0.685	0.766666666666667	34.575	22.055	47.095	27.865	56.03
Gpc5	0.0633333333333333	0	0.09	0.0566666666666667	0.196666666666667	0.116666666666667	1.21	5.92666666666667	6.22333333333333	4.145	2.98333333333333	7.015	0.485	5.66	4.585	7.445
Gpc6	0.873333333333333	0.33	1.96666666666667	2.26666666666667	1.24333333333333	0.813333333333333	0.796666666666667	0.0133333333333333	0.02	0	0.0333333333333333	4.205	3.58	0.625	0.06	0.395
Gpcpd1	9.89333333333333	14.945	49.63	44.2433333333333	68.2766666666667	68.19	60.9333333333333	26.2166666666667	24.6166666666667	24.44	29.7766666666667	27.885	32.19	42.075	40.035	30.71
Gpd1	1.81666666666667	3.24	1.30666666666667	0.64	1.32333333333333	3.30333333333333	3.41	4.91333333333333	3.66333333333333	1.855	1.6	3.41	0.665	2.65	2.515	3.01
Gpd1l	28.2866666666667	42.865	31.6533333333333	8.36333333333333	8.99333333333333	21.3	25.45	29.9533333333333	28.45	31.165	64.5033333333333	31.715	51.89	49.26	34.59	27.61
Gpd2	46.2733333333333	5.905	5.97666666666667	5.87	5.20333333333333	9.11666666666667	6.95333333333333	0.603333333333333	0.223333333333333	0.215	1.29666666666667	3.175	28.2	10.51	5.375	4.51
Gper1	0	0	0	0.0866666666666667	0	0.09	0.543333333333333	1.14	1.06333333333333	1.11	2.09666666666667	3.015	0.115	0.095	0.95	0.615
Gpha2	2.48666666666667	0.59	2.46333333333333	17.6666666666667	14.32	9.71	9.01333333333333	8.55333333333333	9.01	13.415	12.31	168.135	57.755	149.44	69.37	63.175
Gphb5	0.0166666666666667	0	0	0.1	0.166666666666667	0.246666666666667	0.333333333333333	0.03	0	0	0	0.545	0	0	0.145	1.025
Gphn	9.25666666666667	5.76	10.47	22.09	34.07	31.3666666666667	32.7633333333333	25.3933333333333	28.2766666666667	31.18	35.8933333333333	19.98	14.375	25.24	28.175	18.46
Gpi1	377.83	352.995	242.15	212.243333333333	136.846666666667	184.69	217.223333333333	189.623333333333	172.206666666667	171.965	154.95	181.42	1573.85	322.605	187.455	161.435
Gpihbp1	0	0.26	0	0	0	1.07666666666667	0.486666666666667	1.05333333333333	0.656666666666667	0.28	0.4	11.71	42.07	12.855	23.89	8.26
Gpkow	33.81	25	34.2033333333333	66.7033333333333	96.2833333333333	85.23	81.0166666666667	35.8933333333333	24.2533333333333	18.505	22.8533333333333	68.7	28.27	50.125	64.565	65.62
Gpld1	0.0666666666666667	29.555	8.88	6.53	5.65	11.2633333333333	10.12	12.4633333333333	10.9266666666667	7.985	7.32333333333333	26.69	0.78	6.235	25.87	25.935
Gpm6a	0	0.105	0.143333333333333	0.54	0.03	0.933333333333333	0.896666666666667	1.11333333333333	1.71666666666667	0.975	2.11	0.345	0.2	0.305	1.04	0
Gpm6b	0	0.255	1.06666666666667	0.563333333333333	0.353333333333333	6.87	11.04	0.673333333333333	0.183333333333333	0.05	0.0333333333333333	13.72	0.835	5.39	6.22	14.995
Gpn1	120.76	151.855	133.97	111.706666666667	80.9433333333333	85.36	77.51	100.896666666667	82.78	88.36	90.1566666666667	66.765	78.425	60.105	60.86	53.085
Gpn2	80.4433333333333	90.78	63.4066666666667	53.1633333333333	48.32	55.3833333333333	66.8366666666667	73.99	81.9766666666667	93.16	97.81	80.425	30.425	45.62	46.83	54.61
Gpn3	123.283333333333	180.02	183.393333333333	142.433333333333	139.58	121.55	125.903333333333	112.64	60.5266666666667	53.39	50.1466666666667	323.445	135.03	178.175	217.32	163.835
Gpnmb	0.946666666666667	0.325	0.436666666666667	0.4	0.143333333333333	55.6333333333333	463.023333333333	15.0466666666667	5.63333333333333	4.02	4.03333333333333	56.46	15.895	14.08	22.725	26.095
Gpr1	0.0933333333333333	0.44	0	0	0.143333333333333	0	0.436666666666667	13.93	39.1766666666667	62.26	81.1333333333333	4.795	0.595	2.12	3.3	4.49
Gpr101	0	0	0	0	0.09	0.01	0	0	0	0	0	0.095	0.08	0.02	0.035	0
Gpr107	66.1666666666667	46.3	45.4633333333333	32.4966666666667	35.1633333333333	46.7066666666667	45.6166666666667	23.4266666666667	21.5533333333333	22.09	26.2033333333333	46.425	38.58	49.155	49.44	44.23
Gpr108	31.7966666666667	34.035	41.6366666666667	60.88	64.1633333333333	69.42	70.6166666666667	60.2133333333333	58.5	63.015	63.11	70.345	26.055	51.495	66.575	54
Gpr119	0.02	0.06	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0
Gpr12	0	0	0.0733333333333333	0.136666666666667	0.0266666666666667	0.0966666666666667	0.14	0.17	0.02	0.185	0.65	0.065	0	0.335	0.11	0.16
Gpr132	0.0666666666666667	0	0.0333333333333333	0.0433333333333333	0	0.19	0.316666666666667	0	0	0.085	0.123333333333333	0	0.09	0	0	0
Gpr135	2.51	0.2	1.32666666666667	0.43	1.07333333333333	0.24	1.42333333333333	0.596666666666667	0.0333333333333333	0.595	0.37	0.385	3.39	2.055	1.08	1.01
Gpr137	13.95	20.135	26.1166666666667	24.31	22.17	25.6266666666667	25.2366666666667	23.7066666666667	25.2666666666667	26.96	33.1433333333333	32.745	16.72	24.96	25.23	27.075
Gpr137b	5.81	20.7	10.4566666666667	10.0866666666667	3.57666666666667	7.65666666666667	14.25	15.4233333333333	14.6766666666667	18.4	23.1533333333333	7.31	9.66	4.885	4.575	7.425
Gpr137c	0.186666666666667	0.115	3.92	23.3033333333333	50.73	26.81	25.9133333333333	21.9166666666667	24.3233333333333	24.51	24.81	15.405	1.835	9.56	18.16	13.925
Gpr139	0.0233333333333333	0	0	0	0.213333333333333	0	0.103333333333333	0	0	0	0	0	0	0	0	0
Gpr141	0	0	0	0	0	0	0.04	0	0	0	0	0.82	0.02	0.07	0.32	0.205
Gpr142	0	0	0	0	0	0.0466666666666667	0	0.126666666666667	0	0.775	0.566666666666667	0	1.275	0.44	0	0
Gpr143	1.83	0.315	0.113333333333333	0.296666666666667	0.313333333333333	13.21	43.3433333333333	49.3566666666667	18.82	10.215	12.3933333333333	4.045	17.185	2.6	4.43	7.215
Gpr146	0.383333333333333	2.025	7.45	5.26666666666667	3.24666666666667	4.38666666666667	4.58	1.35666666666667	2.72	2.825	4.28666666666667	5.75	1.76	2.55	2.56	2.815
Gpr149	0.00666666666666667	0.01	0	0	0	0.0166666666666667	0.363333333333333	3.08	6.73333333333333	9.735	12.4866666666667	1.37	0.065	0.22	0.73	1.65
Gpr15	0	0	0.24	0.0833333333333333	0.656666666666667	0.263333333333333	0.903333333333333	0.29	0	0	0	0	0	0.185	0.16	0
Gpr150	0.09	0.41	0.0366666666666667	0.0266666666666667	0.3	0.0833333333333333	0	0	0	0	0	0	0	0	0	0
Gpr151	0	0	0	0	0	0.0333333333333333	0	0	0	0	0.03	0	0	0	0	0.16
Gpr152	0.0133333333333333	0.265	0.04	0.0533333333333333	0.16	0.173333333333333	0.273333333333333	0	0	0	0.0833333333333333	0	0	0.33	0.05	0
Gpr153	0.846666666666667	13.945	18.5766666666667	13.64	6.08	8.41666666666667	8.38	0.406666666666667	0.46	1.95	5.40333333333333	3.82	3.665	2.195	1.645	2.545
Gpr155	0.486666666666667	0.035	0.513333333333333	1.34	2.90333333333333	4.21333333333333	5.59666666666667	3.09666666666667	2.71666666666667	2.55	3.82	4.66	1.43	5.115	7.93	4.405
Gpr156	0.0166666666666667	1.34	1.32	0.65	1.15666666666667	1.12	1.37666666666667	0.0633333333333333	0.0966666666666667	0.035	0.193333333333333	0.27	0.285	0.04	0.15	0.15
Gpr157	0.866666666666667	0.125	1.21	4.96666666666667	10.7433333333333	3.78666666666667	3.32333333333333	0.193333333333333	0	0	0.08	5.06	2.66	2.475	5.51	2.82
Gpr158	0	0	0	0	0.01	0.0133333333333333	0.106666666666667	0.636666666666667	2.13666666666667	2.18	3.69	0.05	0	0.19	0.2	0.135
Gpr160	17.1166666666667	3.65	7.71666666666667	12.39	12.2466666666667	7.14666666666667	7.47333333333333	3.21333333333333	2.87333333333333	2.565	2.19666666666667	8.32	6	8.105	8.795	3.015
Gpr161	1.39666666666667	7.255	9.72333333333333	8.88	7.56	8.88333333333333	5.34666666666667	0.0433333333333333	0	0	0.03	4.8	3.835	4.21	2.825	3.17
Gpr162	3.13333333333333	0.675	0.986666666666667	1.22	1.51333333333333	1.73666666666667	2.02666666666667	0	0	0	0	7.035	1.405	3.57	5.995	2.33
Gpr165	0	0	0	0	0	0.25	0.193333333333333	0	0.0566666666666667	0	0.143333333333333	0	0.065	0.04	0.05	0.595
Gpr17	0	0	0.04	0	0.153333333333333	0.04	0	0	0	0	0	0	0	0	0	0
Gpr171	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpr173	1.86333333333333	0.455	0.776666666666667	0.47	0.143333333333333	1.07666666666667	1.12333333333333	0.09	0	0	0	0.605	2.125	1.69	0.95	1.69
Gpr174	0	0	0	0	0	0.17	0.41	0.583333333333333	1.05333333333333	1.32	1.23666666666667	0.165	0.015	0.05	0.455	0.21
Gpr176	0.00666666666666667	0.23	0.316666666666667	1.04	0.693333333333333	0.763333333333333	1.60333333333333	0.103333333333333	0.203333333333333	0.12	0.233333333333333	10.655	0.02	0.56	0.755	0.535
Gpr179	0.313333333333333	0.12	0.15	0.84	1.12	1.47333333333333	0.136666666666667	0.0266666666666667	0.01	0.05	0.156666666666667	0.04	0.74	0.13	0.195	0.195
Gpr18	0	0	0	0	0	0.0433333333333333	0	0	0	0	0	0	0.455	0.09	0	0
Gpr180	20.8	29.31	37.7433333333333	34.5633333333333	36.8133333333333	32.4633333333333	29.4333333333333	64.8733333333333	84.5433333333333	97.285	98.5433333333333	37.11	22.35	23.495	27.105	28.2
Gpr182	0.793333333333333	0	0.186666666666667	0.0633333333333333	0.126666666666667	0.396666666666667	1.22	0	0	0	0	0	4.9	5.94	0.895	0.46
Gpr183	0.00666666666666667	0.07	0.133333333333333	0.0166666666666667	0.0233333333333333	0.303333333333333	0.88	0	0.1	0.12	0.07	0	0	0	0	0.03
Gpr19	24.8466666666667	15.125	13.9366666666667	63.99	117.693333333333	49.7866666666667	51.26	32.6833333333333	31.3666666666667	34.175	41.5533333333333	40.905	24.11	27.115	47.95	33.515
Gpr20	0.926666666666667	2.305	3.11333333333333	2.22	1.34	1.29	1.07	5.13333333333333	6.33666666666667	8.27	11.5333333333333	2.215	1.935	4.395	5.99	3.735
Gpr21	0.2	0.335	0.383333333333333	2.58333333333333	1.99666666666667	2.02	1.20666666666667	0.586666666666667	0.4	1.24	1.24333333333333	0.54	0.745	1.04	0.76	0.53
Gpr22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpr25	0.05	0.02	0.88	3.20666666666667	2.42	1.17666666666667	0.833333333333333	0.246666666666667	0.926666666666667	1.115	2.04	0.625	0.205	0	0.55	0.575
Gpr26	0	0	0.183333333333333	0.0766666666666667	0.0766666666666667	0	0	0	0	0	0	0	0	0	0.035	0.06
Gpr27	2.18333333333333	0.85	17.8	29.0633333333333	21.8533333333333	15.19	11.42	4.66333333333333	2.95666666666667	5.355	9.08333333333333	17.75	5.72	11	9.275	8.765
Gpr3	0.7	1.68	1.34333333333333	2.53333333333333	0.633333333333333	3.33	8.20333333333333	14.9066666666667	18.1566666666667	23.54	37.75	10.34	2.9	4.065	6.42	8.19
Gpr31b	0	0	0	0	0	0	0	0	0	0	0	0	0.075	0	0	0
Gpr33	0	0	0	0	0	0.163333333333333	0.686666666666667	0	0	0	0	0	0	0	0.335	0
Gpr34	0	0.075	0.1	0	0	0.646666666666667	2.32666666666667	0	0	0	0	0	0	0	0	0
Gpr35	0.07	4.11	1.15333333333333	0.286666666666667	0.236666666666667	0.536666666666667	0.383333333333333	2.27333333333333	14.31	22.89	34.52	2.115	2.075	5.73	4.975	4.235
Gpr37	0	0.13	0.166666666666667	0.0333333333333333	0.0333333333333333	2.02333333333333	2.10666666666667	0.0133333333333333	0	0	0	0	2	4.195	1.05	2.23
Gpr37l1	0.253333333333333	0.135	0.27	0.07	0.123333333333333	0	0	0.02	0.02	0.07	0.13	0.315	3.54	0.635	1.085	0.535
Gpr39	0	0.13	0.06	0	0.0266666666666667	0.173333333333333	0.153333333333333	0	0.0566666666666667	0.145	0.133333333333333	0.195	0.575	0.225	0.075	0
Gpr4	1.86	0.59	0.36	0.596666666666667	0.39	0.676666666666667	0.746666666666667	0	0.11	0	0	1.89	0.97	0.48	0.72	0.475
Gpr45	0	0	0.116666666666667	0.243333333333333	0.0833333333333333	0.0266666666666667	0.0566666666666667	0	0.03	0.02	0.07	0.18	0.065	0	0	0.11
Gpr50	0.756666666666667	0.62	0.0433333333333333	0.906666666666667	2.23666666666667	1.33333333333333	1.89	0.443333333333333	0.726666666666667	2.93	4.29333333333333	7.8	1.42	4.44	6.18	4.77
Gpr52	0	0	0.22	0.846666666666667	0.896666666666667	0.996666666666667	0.126666666666667	0.32	0.396666666666667	0.455	0.153333333333333	0	0	0.33	0.375	0.73
Gpr55	0	0	0.133333333333333	0.02	0.0566666666666667	0.523333333333333	0.356666666666667	0.0533333333333333	0.203333333333333	0.365	1.97	0.69	0.86	0.99	0.915	0.48
Gpr6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpr61	0	0	0	0	0	0	0	0	0	0	0.03	0	0.065	0	0	0
Gpr62	0.186666666666667	0.26	1.51333333333333	6.21	4.22	1.35	1.18333333333333	0	0.423333333333333	0.965	1.61666666666667	0.355	1.275	0.18	0	0.22
Gpr63	0.433333333333333	1.38	2.86333333333333	2.36666666666667	3.79666666666667	4.02666666666667	2.26	1.10666666666667	0.36	0.635	1.32	0.89	1.895	2.2	1.4	2.675
Gpr65	0	0.155	0.176666666666667	0.83	1.88	2.43666666666667	4.53333333333333	0	0	0	0	0	0	0	0	0
Gpr68	0.406666666666667	0.225	0.13	0.246666666666667	0.06	0.21	1.39666666666667	6.04666666666667	9.72666666666667	13.055	21.16	1.505	0.15	0.17	1.09	1.405
Gpr75	1.20333333333333	0.97	3.03333333333333	4.25	2.16666666666667	2.09333333333333	1.37	0.233333333333333	0.686666666666667	0.21	0.573333333333333	2.165	1.805	2.715	2.27	1.395
Gpr82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
