01_d11_WT_rep1	02_d13_WT_rep1	03_d11_KO_Lhx8_rep1	04_d13_KO_Hes6_rep1	05_d13_KO_Tbpl2_rep1	06_d13_KO_Thap7_rep1	07_d13_KO_Ybx3_rep1	08_d13_KO_Ell3_rep1	09_d13_KO_Foxr1_rep1	10_d13_KO_Mef2b_rep1	11_d13_KO_Ccnk_rep1	12_d13_KO_Sfr1_rep1	13_d11_KO_Sub1_rep1	14_d13_KO_Tcf25_rep1	15_d13_KO_Kdm1b_rep1	16_d13_KO_Nobox_rep1	17_d11_KO_Stat3_rep1	18_d13_KO_Noto_rep1	21_d13_KO_Dynll1_rep1	25_d11_WT_rep2	26_d13_WT_rep2	27_d11_KO_Lhx8_rep2	28_d13_KO_Hes6_rep2	29_d13_KO_Tbpl2_rep2	30_d13_KO_Thap7_rep2	31_d13_KO_Ybx3_rep2	32_d13_KO_Ell3_rep2	33_d13_KO_Foxr1_rep2	34_d13_KO_Mef2b_rep2	35_d13_KO_Ccnk_rep2	36_d13_KO_Sfr1_rep2	37_d11_KO_Sub1_rep2	38_d13_KO_Tcf25_rep2	39_d13_KO_Kdm1b_rep2	40_d13_KO_Nobox_rep2	41_d11_KO_Stat3_rep2	42_d13_KO_Noto_rep2	45_d13_KO_Dynll1_rep2
Deu	28.7472177226001	16.1501643266873	28.9784028496916	41.2421886751989	52.5704592651669	25.6928737594545	54.7302831719464	44.4760405198519	32.6610917067436	35.1922546511547	37.1812832557751	44.6460141739346	71.7482390655943	37.0761907773619	72.621734341893	52.1165330901994	63.9142413875153	37.0923647095342	36.4280875467068	42.2176522493557	39.6180528828557	72.322582595929	69.4983437209317	68.5687769454537	34.3229578307791	88.6372071326361	31.6415627283417	41.7046984808103	37.6780373867387	45.4041911613236	21.6774242415357	54.4922746348087	39.3208751307325	31.1690828901596	52.5170490985818	76.1492234214317	79.4476514681333	59.8436232039607
ERVL?	2.65750084368658	4.12711109669348	3.61718934413287	7.13398464755357	3.42047386513834	2.19366675948676	5.67803253457096	4.89968428990793	6.62084952250044	5.41347969371448	3.14967696913005	5.72685620187885	8.47447097112914	4.63958586956752	9.76207078555384	6.00365156001923	8.72821825447311	5.30263751058063	6.90464278352783	2.26100904735705	5.74312444196648	7.27842157655889	8.21470408114297	9.03194414711626	3.79151554494797	11.3835440909564	4.12915184400506	6.34239070366119	6.54298569209665	4.35276674410313	4.81261398156102	9.35300448204312	6.51025247833619	4.88284462049209	7.31016813769448	8.5026707068324	12.3482439082129	3.72113639847543
MULE-MuDR	1.31128950416852	1.46012844434995	1.89574476390931	3.29395026506418	1.54600469356718	0.780337393611834	3.86373084941804	2.49676814940069	1.44139326769012	2.18400506948021	1.50788016725523	3.27548327286081	6.53374682982878	3.43716829775657	3.74708326327315	3.75113090053981	4.94590100744221	4.19221238954696	3.76681737470463	1.52900756705845	3.04819366127868	8.43804568794059	4.30639768612844	6.35333984742033	2.39511850896687	3.43006775228135	2.68047960907129	3.1163713788369	3.28562081597805	1.77421891085566	2.89336679557526	6.21812456533498	3.07153882305789	0.617361021662359	3.50646188328161	13.1866471685175	3.3207318574972	8.10105122494674
hAT	8.83860565692599	8.31817348503412	9.74454929776348	13.5653900417231	9.59591625719487	7.5643191878528	21.5095757183297	14.2860036729539	14.036790779553	11.7498747114246	17.0657103801046	19.0566574771983	24.0737997832975	14.7898567928705	27.6516231106989	22.705239041545	19.6385127407739	23.3106150523074	13.5069568697399	9.4989777816999	19.1373348272931	22.1270078321258	24.6697464256279	14.4766783466912	27.8927433934898	27.7351266407865	18.4731084418241	17.4759048747531	19.5463866837966	9.95338016790502	18.9892802635748	8.07947716317477	11.8328721776782	15.7869214677716	21.0454652749549	41.6892227841412	16.2407232375271	17.2785110191673
TcMar?	2.00060994867384	1.60747152766057	0.718535552690062	1.2664865546885	0.693771192936097	0.429844328115435	2.24805634777446	1.40220526825689	1.47397931095343	1.14703268680937	0.656056835992948	0.790222107727819	1.52781553485841	2.44197169787362	5.09802496432669	2.03373670919165	1.23984460260073	1.313773531206	1.67556902324029	0	3.39913278709618	1.34273726838901	2.28001242404745	1.37014747883821	2.7309784978916	2.16717046417162	1.78743217439662	1.78981460328867	1.13615867592068	0.882779936333392	1.77756049644356	0.869910781950203	1.39157253503598	0.887529054408795	1.14742446236616	4.01263032289636	1.90673912206619	1.09825262804629
rRNA	542.561560277747	162.825062165812	1689.73588285308	295.451593574786	1815.65234274266	355.776360727237	1128.21103073737	475.78657712159	475.852586126456	513.190609325667	836.497344513262	637.595373064003	1622.74786803682	51000.5775740852	908.879960088553	2085.85210060383	1828.60420598408	589.027263547627	2310.96208862617	975.018865034087	1002.4671869653	2035.92414077822	620.754998635209	3574.07753621028	1257.74999121114	862.516018541131	391.064639739323	484.91154481179	853.154923939657	518.958101594626	632.930061740475	1768.94642005905	26537.7575095263	873.929817566258	2710.47296321645	3236.19929075777	725.480347578045	3306.27663640444
DNA	3.11697901009018	2.57587726021583	5.07181721037012	2.11494948913134	1.94992600843267	2.25269769034609	4.33160495194759	3.92058148195124	4.2553720975467	3.23966773967662	4.25500063597541	4.49490521103809	7.25870692496854	7.36647059277989	6.13248528448316	7.80337393611834	8.28703651151043	5.39425217463112	2.95344306811014	1.94133783953797	3.10275342108287	3.37946686882464	5.35327996561602	7.83107416292993	5.50204631062893	6.77529844826183	5.14955575480748	7.28739723790406	4.79920435888294	4.51182560771346	5.28874626700488	5.27772895088419	6.06964713241725	6.69779803191903	4.52078618567498	13.4564196435653	6.52775622444419	5.93722478209445
ERV1?	1.6319082613323	0.174608070360068	4.01263032289636	0.463801408070155	0.635830468868902	0.426342714418543	2.68171393824518	0.353282663649539	1.15941009861295	0.695944692579336	0.961848262665475	0.933392404261255	4.35847114045421	1.51780587879419	1.22129843273389	1.2510220195295	2.89928707314462	1.08819168602578	1.05275930846647	3.36082890858931	0.31603167370564	3.96731125414982	1.7988371857154	2.99389813620859	1.79418928580871	2.49126928372508	0.376113787101006	1.24507736184431	1.45943813634901	0.928061047637346	1.38851325245344	1.16300984562386	0.74083322599483	1.1521231902211	2.06210943375994	6.50115110129734	1.42361569643415	2.68632997230158
DNA?	3.26687341491439	4.85455728652217	9.58114960988832	4.79795812859743	4.65496565406326	8.26688611396643	12.5560579156821	7.21892097234153	9.61353385480198	10.144616725951	11.0203090393051	14.6586094069999	10.0594977376609	19.0500685934395	13.7177485876001	8.5968865623087	17.2927411367266	11.8472036950684	8.29795760240451	6.79164090873966	12.5843629449556	9.11224867973641	11.4210472769744	18.504718866109	15.808554476536	9.96530987503908	8.44275134151924	11.5996589828432	8.6279300450433	10.2366455009383	8.05332998788941	15.6372944381137	9.29321519675035	7.94685537726161	19.0053809751232	11.2013991461401	9.80379465350871	13.5161861420765
Helitron?	0	0	0	0.0315350542243681	0.0805958115216441	0.103756446820359	0	0	0.0603701414110192	0.0894622958172202	0	0.200369250473235	0.813990565957873	0.467708712323549	0.372851730018469	0	0.128173027434732	0	0.0908578003041859	0	0	0.259748250840848	0	0	0	0	0.246870979763955	0.0946798896600566	0.103856463098046	0.0807982043837981	0.119987694062097	0	0.114519877988232	0.299328120617259	0	0.206133959142291	0	0.532928393023179
hAT?	0.601107751419704	6.18632830127983	8.65261117798566	4.81317687842024	3.95569468448804	5.7998294914216	6.22711472816168	8.7829206960713	8.60242066888187	7.32910758995668	7.70586477494517	8.4949143687969	15.2154516311103	7.88536723108228	5.68728419126196	8.11588345974002	9.27862918668555	8.02291177432406	7.29877112933643	3.32965851022319	9.71424673496273	7.75872173370269	8.48096341748902	24.554901975933	6.02941830491201	4.82653128641394	7.56758318092914	7.98349321845405	4.32417980307035	6.76771941283374	10.004204955828	3.74340945469806	7.00044303195941	5.38607815730927	15.6049416913528	10.5555078829144	7.24429029913595	17.0039268884428
hAT-Tip100?	0.109611798307057	0	0.20888390016112	0	0.185153234822966	0.0236699724150141	0	0	0.0599938470310485	0	0.314929664467637	0.0997760402057532	0.718680057832184	0	0.231211079588692	0.50628197337202	0.585661664674235	0.0141313065459815	0.485334459884491	0	0	0.576507073220187	0.318912522472259	1.2806487102326	0	0	0	0	0.125328489103152	0.182370560931203	0.094809502111692	0.0678172863957235	0	0	0	0.599166030262993	0.564170680651509	0.242098375914172
PiggyBac?	0.448992180925889	2.03626016385786	0.798769091676378	0.635830468868902	0.799392589534768	0.80143175165948	0.678302714207114	0.889779843121568	1.36289168963453	0.987844161656434	1.64716306634339	1.20478064045076	4.03167186554706	0.319863875239829	1.2801155548674	2.86010751810213	3.01345389976371	0.877299423722061	2.34476435482975	0.94809502111692	1.08507658233158	3.368035581765	2.72444730394982	4.37993266829773	0.473025813365521	1.31639825485352	1.24507736184431	1.17327379588842	0.600510089647695	1.17721775751488	1.3419344372583	0.987777634659774	1.72818478533165	3.41876037702307	2.33854356161775	3.79630852382441	0.619922301300364	2.91593637414014
L1?	3.96868916854367	5.12259484093039	2.50075393369321	1.80379919094951	2.86010751810213	2.73443039052633	4.73741688809913	3.28267009676165	5.15131628140193	4.30639768612844	4.9372339778146	5.98779627241719	9.07648697526758	5.39249427236694	2.95517975579362	4.56528366009582	7.49750572006746	3.71224419054939	4.64850088864848	5.00988856576433	4.61786044203444	4.25784657255624	14.8688943381638	9.30740337523863	5.49108911481745	4.25089578034535	4.48605596021561	4.40149474761629	5.05775088359968	5.2555822323564	4.50376458772147	7.99447394254611	3.6719952432864	7.07825039249456	5.03932409138702	4.22483968493746	4.10423003857575	5.11271404164306
Penelope?	0	0.105540546224042	0.126140216897472	0.0268652705072147	0	0	0	0.0905552121165289	0	0	0	0.217064150922099	0	0	0	0	0	0	0.183030226997487	0.0279736930914377	0	0	0.50160829553111	0.02611048752014	0	0	0.0236699724150141	0	0	0.299969235155242	0	0	0	0	0	0	0	0
Dong-R4	0	0.18708348492942	0.305060506378747	0.708482630057559	0.320432568586829	0.375127393262752	0.575432735259844	0.575237856277815	0.335684317097253	0.230887334080754	0.246626546190878	1.61629339671136	0.54832023792294	0.433316890762816	0.154294362352472	0.307709641395184	0.415425852392184	1.02344392219478	0.659932317341533	0	0	0.374160150771574	1.49725012048372	0.180367214249505	0.260112464537278	0.0266464196511589	0.339067279548242	0.254363517827668	0.485334459884491	0.260979259717251	0.311950787891505	0.905939686488865	0	0	1.91918325143897	0.843712524798966	1.09702754118986	0.641754071245975
TcMar	0.668811060708147	0	0.216658445381408	0.216012107293461	0.662759227620396	0.0259641157745115	0.727183839454183	0.0899907705465727	0.347893133758996	0	0.124720050257191	0.598900048193487	0.28343419382065	0.173408309691519	0.373049875116225	0.524013068392737	0.127181758913834	0.377482357687938	0.376970041813807	0	0.219621742179119	1.31108481460818	1.37551157765723	0.901434557494063	0.145467676689477	0	0.0837070527712141	0.0250656978206303	0.130264686379431	0.442444343187896	0.135634572791447	1.37783273799477	0.0299389813620859	1.37202710091254	0	1.53132041891124	0.830051574562876	0.600945114967239
MuDR	3.59340028916092	1.05643654060424	3.09244818949875	1.30567456290679	4.71611761553463	0.480464422563372	6.01275469745787	1.21790321201384	2.28763911120437	1.48244675970905	2.44499600562066	3.03561175758838	8.6944816997008	3.25847595784428	3.0560052933146	4.15745028763696	5.91550468566875	2.76161135124393	4.55085610136122	1.66152351669523	2.41120729149085	9.13138931543621	9.3931086139397	6.18087062797614	2.41787434564932	2.28264183004791	1.7456024768096	1.77423435577728	1.8714743837416	1.93834974270644	1.87677750585357	5.13446204337664	4.44981509390304	4.34969102460901	1.45751130825402	10.8338802179635	2.94797963099883	6.82731855738209
TcMar-Pogo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
centr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
